word,sentiment
отсутпать,отрицательный
отсутствие,отрицательный
отсутствием,отрицательный
отсутствовать,отрицательный
отсутствует,отрицательный
отсутствуют,отрицательный
отталкивает,отрицательный
отталкивать,отрицательный
отталкивающе,отрицательный
отталкивающий,отрицательный
оттачивать,отрицательный
оттенок,положительный
оттенять,отрицательный
оттиск,нейтральный
оттолкнуть,отрицательный
отточенный,отрицательный
отточенный,положительный
отточил,положительный
отточить,положительный
отупевший,отрицательный
отупение,отрицательный
отупением,отрицательный
отупению,отрицательный
отуплять,отрицательный
отходами,отрицательный
отходить,отрицательный
отходы,отрицательный
отходящий,отрицательный
отчасти,нейтральный
отчаяние,отрицательный
отчаянно,отрицательный
отчаянный,отрицательный
отчет о доходах,положительный
отчетливо,положительный
отчётливо,положительный
отчетливый,положительный
отчётливый,положительный
отчуждение,отрицательный
отчуждения,отрицательный
отчужденный,отрицательный
отягощать,отрицательный
отягощающий,отрицательный
отягчающий,отрицательный
оферент,нейтральный
оференты,нейтральный
оферта,нейтральный
оферты,нейтральный
офигенно,положительный
офигенный,положительный
офигительный,положительный
офисный планктон,отрицательный
офисных сотрудников,нейтральный
официальный,нейтральный
оформление,положительный
оформленный,положительный
охватила паника,отрицательный
охватывать,нейтральный
охотно,положительный
охрана,нейтральный
охранная,нейтральный
охранное,нейтральный
охранный,нейтральный
охрипнуть,отрицательный
оцененный,нейтральный
оценивается как отрицательная,отрицательный
оценивается как отрицательный,отрицательный
оценивается негативно,отрицательный
оценивается положительно,положительный
оценивать,нейтральный
оцениваются позитивно,положительный
оценивающий,нейтральный
оценили,нейтральный
оценочные,нейтральный
оценочный,нейтральный
оценят,нейтральный
оцепенеть,отрицательный
очарован,положительный
очарование,положительный
очарованный,положительный
очаровательная,положительный
очаровательно,положительный
очаровательны,положительный
очаровательный,положительный
очаровать,положительный
очароваться,положительный
очаровашка,положительный
очаровывать,положительный
очаруют,положительный
очевидная,нейтральный
очевидно,нейтральный
очевидное,нейтральный
очевидный,отрицательный
очевидный,положительный
очевидным,нейтральный
очень,нейтральный
очень,отрицательный
очень,положительный
очень дешево,положительный
очень рад,положительный
очень рада,положительный
очень рады,положительный
очередного рекордного минимума,отрицательный
очередной,отрицательный
очередь,нейтральный
очерненный,отрицательный
очерняет,отрицательный
очернять,отрицательный
очерняющий,отрицательный
очистить,нейтральный
очистки,отрицательный
очищает,нейтральный
очищается,положительный
очищать,положительный
очищена,положительный
очищенные,положительный
ошарашен,отрицательный
ошеломительным,положительный
ошеломленный,отрицательный
ошеломлены,положительный
ошеломляюще,положительный
ошеломляющий,положительный
ошеломляющий,отрицательный
ошибался,отрицательный
ошибаться,отрицательный
ошибиться,отрицательный
ошибка,отрицательный
ошибками,отрицательный
ошибке,отрицательный
ошибки,отрицательный
ошибкой,отрицательный
ошиблась,отрицательный
ошиблись,отрицательный
ошибочная,отрицательный
ошибочная идентификация,отрицательный
ошибочно,отрицательный
ошибочное суждение,отрицательный
ошибочность,отрицательный
ошибочные суждения,отрицательный
ошибочный,отрицательный
ошибочным,отрицательный
ошибочных,отрицательный
ошибся,отрицательный
ошибся,положительный
оштрафовал,отрицательный
оштрафован,отрицательный
оштрафована,отрицательный
оштрафованная,отрицательный
оштрафованные,отрицательный
оштрафованный,отрицательный
оштрафованы,отрицательный
оштрафовать,отрицательный
оштрфованный,отрицательный
ощутил прилив сил,положительный
ощутила прилив сил,положительный
ощутимо,положительный
ощутимый,положительный
ощутить,нейтральный
ощутить прилив сил,положительный
ощущать,нейтральный
ощущаться,положительный
ощущение,нейтральный
ощущением,нейтральный
ощущении,нейтральный
ощущений,нейтральный
ощущению,нейтральный
ощущения,нейтральный
павшие,отрицательный
павший,отрицательный
павших,отрицательный
пагуба,отрицательный
падает,отрицательный
падать,отрицательный
падают,отрицательный
падающая доходность,отрицательный
падающий,отрицательный
падающий тренд,отрицательный
падение,отрицательный
падение доходов,отрицательный
падение прибыли,отрицательный
падение спроса,отрицательный
падением,отрицательный
падении прибыли,отрицательный
падению,отрицательный
падения,отрицательный
пакостный,отрицательный
пакость,отрицательный
пакт,нейтральный
пакта,нейтральный
пал жертвой,отрицательный
пала жертвой,отрицательный
палатка,нейтральный
палец вверх,положительный
пали жертвой,отрицательный
палить,отрицательный
пальмами,положительный
пальмы,положительный
памперсы,нейтральный
памятная,нейтральный
памятная дата,нейтральный
памятное,нейтральный
памятные,нейтральный
памятный,нейтральный
памятный,положительный
памятный подарок,положительный
паника,отрицательный
панике,отрицательный
панк,нейтральный
панорамный,нейтральный
панорамный,положительный
панорамным,нейтральный
парадоксально,отрицательный
паразит,отрицательный
паразитировать,отрицательный
паразитический,отрицательный
паразитическое,отрицательный
паразиты,отрицательный
парализованный,отрицательный
паралич,отрицательный
параноидальный,отрицательный
парить,отрицательный
париться,положительный
парнерами,положительный
пародирование,отрицательный
пародировать,отрицательный
пародия,отрицательный
партер,нейтральный
партизан,нейтральный
партизанский,нейтральный
партизанский,отрицательный
партизаны,нейтральный
партнер,положительный
партнера,положительный
партнерам,положительный
партнерах,положительный
партнере,положительный
партнеров,положительный
партнером,положительный
партнерская,положительный
партнерские,положительный
партнерские отношения,положительный
партнерский,положительный
партнерским,положительный
партнерских,положительный
партнерское,положительный
партнерскому,положительный
партнерства,положительный
партнерстве,положительный
партнерство,положительный
партнерством,положительный
партнерству,положительный
партнеру,положительный
партнеры,положительный
паршивый,отрицательный
паскуда,отрицательный
паскудный,отрицательный
пасмурный,отрицательный
пассивный,отрицательный
пасть,нейтральный
пасть,отрицательный
пасть жертвой,отрицательный
пасхальный,положительный
патентообладатель,нейтральный
патриот,нейтральный
патриотический,нейтральный
пафосно,отрицательный
пафосность,отрицательный
пафосный,положительный
пахнет,нейтральный
пациент,нейтральный
пациента,нейтральный
пачкаться,отрицательный
пачкотня,отрицательный
педантичный,отрицательный
педантичный,положительный
пенальти,отрицательный
пень,отрицательный
первобытный,отрицательный
первого класса,положительный
первое в своем классе,положительный
первоклассный,положительный
первоначальный,отрицательный
первоначальный,положительный
первооткрыватель,положительный
первопроходец,положительный
первостепенный,положительный
первый,нейтральный
первый в свое классе,положительный
перебарывать,отрицательный
перебирать,положительный
перебоев в подаче электроэнергии,отрицательный
перебои,отрицательный
перебор,отрицательный
"перебор,Негативный",отрицательный
перебороть,отрицательный
переваривать,отрицательный
перевернут,отрицательный
перевернутый,отрицательный
перевернуть,отрицательный
перевес,положительный
перевирать,отрицательный
перевозка,нейтральный
перевозки,нейтральный
переворачивается,отрицательный
переворот,отрицательный
переворота,отрицательный
перевороту,отрицательный
перевороты,отрицательный
переврать,отрицательный
перегиб,отрицательный
перегоревший,отрицательный
перегреваться,отрицательный
перегружен,отрицательный
перегруженный,отрицательный
перегрузка,отрицательный
перегрузки,отрицательный
перегрузкой,отрицательный
переданный,отрицательный
передатели,нейтральный
передатель,нейтральный
передатчик,нейтральный
передатчики,нейтральный
передвижной,положительный
передел,отрицательный
передел собственности,отрицательный
передовой,положительный
передовой опыт,положительный
пережёвывать,отрицательный
переживание,положительный
переживать,отрицательный
переживать,положительный
перезалить,нейтральный
перезарядка,отрицательный
переизбытка,отрицательный
переизбытком,отрицательный
переизбыток,отрицательный
переизбытоку,отрицательный
перекашивание,отрицательный
перекос,отрицательный
перекошенный,отрицательный
перекрестки,нейтральный
перекресток,нейтральный
перелом,отрицательный
переменная,нейтральный
переменно,нейтральный
переменные,нейтральный
переменный,отрицательный
переменчивый,отрицательный
перемены,нейтральный
перемудрить,отрицательный
переназначает,отрицательный
переназначать,отрицательный
переназначен,отрицательный
переназначение,отрицательный
переназначении,отрицательный
переназначения,отрицательный
перенапряжение,отрицательный
перенасыщение,отрицательный
перенасыщенный,отрицательный
переносной,положительный
переосвидетельствование,нейтральный
переосмысление,нейтральный
переосмыслением,нейтральный
переосмысленный,нейтральный
переосмысливает,нейтральный
переоцененный,отрицательный
переоценить,отрицательный
переоценка,отрицательный
переоценка,нейтральный
переоценками,нейтральный
переоценке,нейтральный
переоценки,отрицательный
переоценки,нейтральный
переоценкой,нейтральный
переоценку,нейтральный
перепачканный,отрицательный
переплата,отрицательный
переплаты,отрицательный
переплаченный,отрицательный
переплёт,отрицательный
перепроизводит,отрицательный
перепроизводить,отрицательный
перепроизводство,отрицательный
перепроизводством,отрицательный
перепутанный,отрицательный
перепутывать,отрицательный
перерасход,отрицательный
перерасхода,отрицательный
перерасчет,нейтральный
перерасчета,нейтральный
перерасчетом,нейтральный
перерасчету,нейтральный
перерасчеты,нейтральный
перерегистрация,нейтральный
перерыв,отрицательный
перерывов,отрицательный
перерывы,отрицательный
перерывы,нейтральный
пересиливать,отрицательный
пересилить,отрицательный
перескорёживать,отрицательный
пересматривает,отрицательный
пересматривать,положительный
пересмотернный,нейтральный
пересмотр,отрицательный
пересмотр,нейтральный
пересмотренный,отрицательный
пересмотренный,нейтральный
пересмотреть,отрицательный
пересмотреть,нейтральный
пересохший,отрицательный
переставать,положительный
перестаёт,положительный
перестроенный,отрицательный
перестройка,отрицательный
перестройкой,отрицательный
перестройку,отрицательный
пересчитать,нейтральный
пересыхать,отрицательный
перетащить,отрицательный
переться,положительный
переусердствовать,отрицательный
переустановка по умолчанию,отрицательный
переуступка,отрицательный
переуступка прав,отрицательный
переуступкой,отрицательный
переутомление,отрицательный
переформулирование,отрицательный
переформулированный,отрицательный
переформулировать,отрицательный
перехитрил,отрицательный
перехитрили,отрицательный
перехитрить,положительный
перехитрить,отрицательный
переходит,отрицательный
переходить,отрицательный
переходящее,отрицательный
перечитать,положительный
перечитывать,положительный
перила,отрицательный
перипетия,положительный
перо,отрицательный
персик,положительный
персонаж,положительный
персонажей,положительный
персонажи,положительный
персонализированные,положительный
перспективное,положительный
перспективные,положительный
перспективный,положительный
перспективы рынка,нейтральный
песец,отрицательный
пессимистический,отрицательный
пессимистичный,отрицательный
пёстрый,отрицательный
пёстрый,положительный
песчаный,отрицательный
петицией,нейтральный
петиции,нейтральный
петицию,нейтральный
петиция,нейтральный
петициями,нейтральный
петли,нейтральный
печалить,отрицательный
печалиться,отрицательный
печаль,отрицательный
печально,отрицательный
печальный,отрицательный
печальный,положительный
печать,отрицательный
пещера,отрицательный
пещерный,отрицательный
пиздато,положительный
пиздец,отрицательный
пик,положительный
пика,отрицательный
пикет,отрицательный
пикетирование,отрицательный
пикетированный,отрицательный
пикеты,отрицательный
пиковый,положительный
пионерский,положительный
пипец,отрицательный
пипец,положительный
пиратский,отрицательный
пирожки,положительный
писать доносы,отрицательный
писклявый,отрицательный
письменные показания,нейтральный
питание,положительный
питательный,положительный
питать,положительный
плавная,положительный
плавно,положительный
плавное,положительный
плавный,положительный
плавучесть,положительный
плавучий,положительный
плагиат,отрицательный
плагиаторство,отрицательный
плакать,отрицательный
плакать,положительный
планировали расторгнуть,отрицательный
планирует инвестировать,положительный
планирует сокращение,отрицательный
планируют расторгнуть,отрицательный
планируют сокращение,отрицательный
плата,отрицательный
плач,отрицательный
плачевно,отрицательный
плачевном состоянии,отрицательный
плачевный,отрицательный
плебейский,отрицательный
плеваться,отрицательный
племенной,отрицательный
плен,отрицательный
пленительный,положительный
пленить,положительный
пленить,отрицательный
плёнка,положительный
пленник,отрицательный
пленные,отрицательный
плестись,положительный
плестись,отрицательный
плинтус,отрицательный
плодовитый,положительный
плодородные,положительный
плодотворно,положительный
плодотворной,положительный
плоский,отрицательный
плоский,положительный
плоско,отрицательный
плотный,положительный
плохая,отрицательный
плохим,отрицательный
плохо,отрицательный
плохо,положительный
плохо переносились,отрицательный
плохо переносится,отрицательный
плохо переносят,отрицательный
плохо справляется,отрицательный
плоховатый,отрицательный
плохое,отрицательный
плохое обращение,отрицательный
плохое управление,отрицательный
плохой,отрицательный
плохой,положительный
плохонький,отрицательный
плутать,отрицательный
плутоватый,положительный
плюнуть,отрицательный
плюс,положительный
плюса,положительный
плюсов,положительный
плюсовый,положительный
плюсы,положительный
плюшевые,положительный
по доступной,положительный
по духу,положительный
по закону,нейтральный
по карману,положительный
по контракту,нейтральный
по нижней границе,отрицательный
по отдельности,нейтральный
по ошибке,отрицательный
по праву,положительный
по прибыли на акцию,положительный
по сенсационно,положительный
по умолчанию,отрицательный
по умолчания,отрицательный
побаловать,положительный
побег,отрицательный
победа,положительный
победив,положительный
победил,положительный
победителей,положительный
победители,положительный
победитель,положительный
победительница,положительный
победить,отрицательный
победить,положительный
победоносная,положительный
победоносный,положительный
Победоносца,положительный
победы,положительный
побеждать,отрицательный
побеждать,положительный
побежденный,отрицательный
побежденный,нейтральный
поблагодарил,положительный
поблагодарить,положительный
побоище,отрицательный
побороться,отрицательный
побочное,отрицательный
побочный,отрицательный
побочный эффект,отрицательный
побояться,положительный
поведение,положительный
повезло,положительный
повелитель,положительный
поверить,положительный
повернуть,нейтральный
повернуть,отрицательный
поверхностно,отрицательный
поверхностный,отрицательный
повесить,отрицательный
повестка,нейтральный
повестка в суд,отрицательный
повестка в суд,нейтральный
повестке,нейтральный
повестки,нейтральный
повестки в суд,отрицательный
повесткой,нейтральный
повестку,нейтральный
повешенный,отрицательный
повинный,отрицательный
повисать,отрицательный
повиснуть,отрицательный
повод,положительный
повод,нейтральный
повода,нейтральный
поводом,нейтральный
поводу,нейтральный
поводы,нейтральный
поворачивается,положительный
поворотный,положительный
повороты,нейтральный
повредить,отрицательный
повреждать,отрицательный
поврежден,отрицательный
повреждена,отрицательный
повреждение,отрицательный
повреждения,отрицательный
повседневный,отрицательный
повсеместно,отрицательный
повсеместность,отрицательный
повстанец,отрицательный
повстанцами,отрицательный
повстанцев,отрицательный
повстанцем,отрицательный
повстанцы,отрицательный
повторно подан,нейтральный
повторное задержание,нейтральный
повторное рассмотрение,нейтральный
повторное слушание,нейтральный
повторные переговоры,отрицательный
повторные слушания,нейтральный
повторный,отрицательный
повторяет,отрицательный
повторяющихся,отрицательный
повысил,положительный
повысил рейтинг,положительный
повысил справедливую стоимость акций,положительный
повысила свой прогноз,положительный
повысило рейтинг,положительный
повысит,положительный
повысит расходы,отрицательный
повысит рентабельность,положительный
повысить,положительный
повышает,положительный
повышается,положительный
повышать,положительный
повышать спрос,положительный
повышают,положительный
повышен,нейтральный
повышенеим выплат,положительный
повышение,положительный
повышение выплат,положительный
повышение доходности,положительный
повышение налогов,отрицательный
повышение ставки,отрицательный
повышении выплат,положительный
повышении эффективности,положительный
повышению выплат,положительный
повышения,положительный
повышенного спроса,положительный
повышенной,положительный
повышенный,нейтральный
повышенный спрос,положительный
повышенным спросом,положительный
поганый,отрицательный
погасить,нейтральный
погасить задолженность,положительный
погиб,отрицательный
погибает,отрицательный
погибать,отрицательный
погибают,отрицательный
погибла,отрицательный
погибли,отрицательный
погибнуть,отрицательный
погибшего,отрицательный
погибшей,отрицательный
погибшие,отрицательный
погибший,отрицательный
погибшими,отрицательный
погибших,отрицательный
поглотить,положительный
поглощать,отрицательный
погнать,отрицательный
погрешность,отрицательный
погром,отрицательный
погружаться,нейтральный
погружение,нейтральный
под прессом,отрицательный
под следствием,отрицательный
под стражей,нейтральный
под угрозой,отрицательный
подавить,отрицательный
подавление,отрицательный
подавленная,отрицательный
подавленном,отрицательный
подавленность,отрицательный
подавленный,отрицательный
подавленных,отрицательный
подавлять,отрицательный
подает,нейтральный
подает в суд,отрицательный
подал,нейтральный
подал в отставку,отрицательный
подал прошение,нейтральный
подала,нейтральный
подала прошение,нейтральный
подали прошение,нейтральный
подан в суд,отрицательный
подарки,положительный
подарок,положительный
подать,нейтральный
подбешивать,отрицательный
подбодрить,положительный
подвел,отрицательный
подвергается,отрицательный
подвергать,отрицательный
подвергаться,отрицательный
подвергая,отрицательный
подвергнут сомнению,отрицательный
подвергнутый,отрицательный
подвеска,отрицательный
подвести,отрицательный
подвесы,отрицательный
подвиг,положительный
подвиги,положительный
подвиги,отрицательный
подвижность,положительный
подвижный,положительный
подвисать,отрицательный
подвиснуть,отрицательный
подводить,отрицательный
подводить,положительный
подвортня,отрицательный
подвох,положительный
подвох,отрицательный
подготовленный,нейтральный
поддатый,отрицательный
поддатый,положительный
поддаются,нейтральный
подделанный,отрицательный
подделка,отрицательный
подделкой,отрицательный
подделку,отрицательный
поддельный,отрицательный
поддельных,отрицательный
поддержал,положительный
поддержали,положительный
поддержанный,положительный
поддержать,положительный
поддерживаемый,положительный
поддерживает,положительный
поддерживает своих клиентов,нейтральный
поддерживается,положительный
поддерживал,положительный
поддерживают,положительный
поддерживающи,положительный
поддерживающий,положительный
поддерживая,положительный
поддержка,положительный
поддержкой,положительный
поделить,отрицательный
поделка,отрицательный
подельник,отрицательный
подельники,отрицательный
поджарый,отрицательный
поджидать,положительный
подземелье,отрицательный
подземелья,отрицательный
подкачать,отрицательный
подкачивать,отрицательный
подкачивать,положительный
подкрепленные,положительный
подкуп,отрицательный
подкупленный,отрицательный
подлая,отрицательный
подлежащий исполнению,нейтральный
подлинник,положительный
подлинно,положительный
подлинный,положительный
подлинным,положительный
подло,отрицательный
подлое,отрицательный
подлости,отрицательный
подлость,отрицательный
подлостью,отрицательный
подлый,отрицательный
подмывать,отрицательный
поднадоедать,отрицательный
поднадоесть,отрицательный
поднимает настроение,положительный
поднимается,положительный
поднимать,положительный
поднимать настроение,положительный
поднятия,положительный
поднять,положительный
поднять налоги,отрицательный
поднять настроение,положительный
подняться,положительный
подобающе,положительный
подобающий,положительный
подобно,положительный
подобный,нейтральный
подобный,положительный
подобрать,положительный
подозреваемые,отрицательный
подозреваемый,отрицательный
подозревать,отрицательный
подозрение,отрицательный
подозрения,отрицательный
подозрительно,отрицательный
подозрительный,отрицательный
подозрительный,положительный
подозрительный,нейтральный
подорвал,отрицательный
подорвала,отрицательный
подорвали,отрицательный
подорванный,отрицательный
подорвать,отрицательный
подохнуть,отрицательный
подписал договор,положительный
подписал контракт,положительный
подписал соглашение,положительный
подписала договор,положительный
подписала долгосрочное соглашение,положительный
подписала долгосрочные контракты,положительный
подписала долгосрочный контракт,положительный
подписала контракт,положительный
подписала новый долгосрочный контракт,положительный
подписала первоначальный рамочный договор,положительный
подписала соглашение,положительный
подписали двусторонний договор,положительный
подписали договор,положительный
подписали контракт,положительный
подписали соглашение,положительный
подпортить,отрицательный
подпрыгивать,отрицательный
подпункт,нейтральный
подпункты,нейтральный
подработка,отрицательный
подражать,нейтральный
подразумевает,отрицательный
подразумевает,нейтральный
подразумевать,отрицательный
подразумевать,нейтральный
подразумевая,отрицательный
подраться,отрицательный
подрез,отрицательный
подрезание,отрицательный
подрезы,отрицательный
подробно,положительный
подростковый,отрицательный
подрыв,отрицательный
подрывает,отрицательный
подрывает доверие,отрицательный
подрывать,отрицательный
подрывная деятельность,отрицательный
подрывной,отрицательный
подрывы,отрицательный
подсанкционная,отрицательный
подсанкционное,отрицательный
подсанкционный,отрицательный
подскакивать,отрицательный
подскочили,положительный
подсластить,положительный
подслащённый,положительный
подставной,отрицательный
подстраховаться,положительный
подстрекательство,отрицательный
подташнивать,отрицательный
подтвердить,положительный
подтверждать,положительный
подтверждают,положительный
подтверждающая,положительный
подтверждающие,положительный
подтверждающий,положительный
подтверждение,положительный
подтверждено,положительный
подтрунивать,положительный
подтягивать,отрицательный
по-дурацки,отрицательный
подушка,нейтральный
подход,положительный
подходит,положительный
подходить,положительный
подходяще,положительный
подходящий,положительный
подчеркивает,нейтральный
подчеркнутый,отрицательный
подчинение,отрицательный
подчинённый,нейтральный
подчиненных,нейтральный
подчинить,отрицательный
подчинять,отрицательный
подчистую,отрицательный
подшучивать,положительный
подъем,положительный
подъема,положительный
подъему,положительный
подъемы,положительный
подыхать,отрицательный
поедать,отрицательный
пожалеете,положительный
пожалеть,отрицательный
пожалеть,положительный
пожаловалась,отрицательный
пожаловались,отрицательный
пожаловался,отрицательный
пожалуйста,нейтральный
пожелеть,отрицательный
пожертвование,нейтральный
пожилой,отрицательный
пожитки,отрицательный
поза,отрицательный
позаботиться,положительный
